EMPRESA_JUNIOR,FEDERACAO,ANO_FEDERACAO,CLUSTER_2018,CLUSTER_2019,AC,TEMPO_MEDIO_DIAS,FATURAMENTO,N_MEMBROS_PROJETO,NPS,ESTADO,CIDADE,UNIVERSIDADE,MEMBROS,ID
Civil Júnior,FEJEMG,2016,3,3,Não,30.78,550.00,6,N/A,MG,Ouro Preto,UFOP,32,481
Civil Júnior,FEJEMG,2016,3,3,Não,30.78,450.00,5,N/A,MG,Ouro Preto,UFOP,32,481
Civil Júnior,FEJEMG,2016,3,3,Não,30.78,450.00,5,10,MG,Ouro Preto,UFOP,32,481
Civil Júnior,FEJEMG,2016,3,3,Não,30.78,900.00,1,N/A,MG,Ouro Preto,UFOP,32,481
Civil Júnior,FEJEMG,2016,3,3,Não,30.78,1600.00,5,N/A,MG,Ouro Preto,UFOP,32,481
Civil Júnior,FEJEMG,2016,3,3,Não,30.78,800.00,4,N/A,MG,Ouro Preto,UFOP,32,481
Civil Júnior,FEJEMG,2016,3,3,Não,30.78,550.00,2,N/A,MG,Ouro Preto,UFOP,32,481
Civil Júnior,FEJEMG,2016,3,3,Não,30.78,800.00,2,N/A,MG,Ouro Preto,UFOP,32,481
PontesJud Consultoria,FEJEA,2019,N/A,N/A,Não,15.29,635.28,3,N/A,AL,Maceió,Centro de Estudos Superiores de Maceió ,18,1284
PontesJud Consultoria,FEJEA,2019,N/A,N/A,Não,15.29,300.00,3,N/A,AL,Maceió,Centro de Estudos Superiores de Maceió ,18,1284
PontesJud Consultoria,FEJEA,2019,N/A,N/A,Não,15.29,1500.00,4,N/A,AL,Maceió,Centro de Estudos Superiores de Maceió ,18,1284
PontesJud Consultoria,FEJEA,2019,N/A,N/A,Não,15.29,612.40,4,N/A,AL,Maceió,Centro de Estudos Superiores de Maceió ,18,1284
PontesJud Consultoria,FEJEA,2019,N/A,N/A,Não,15.29,1400.00,5,N/A,AL,Maceió,Centro de Estudos Superiores de Maceió ,18,1284
Catálise Júnior ,FEJESP,2002,3,1,Não,33.17,130.00,9,N/A,SP,Araraquara,UNESP,37,167
Catálise Júnior ,FEJESP,2002,3,1,Não,33.17,1260.00,8,N/A,SP,Araraquara,UNESP,37,167
Catálise Júnior ,FEJESP,2002,3,1,Não,33.17,8090.00,7,N/A,SP,Araraquara,UNESP,37,167
Catálise Júnior ,FEJESP,2002,3,1,Não,33.17,156.00,3,N/A,SP,Araraquara,UNESP,37,167
Catálise Júnior ,FEJESP,2002,3,1,Não,33.17,1176.00,8,N/A,SP,Araraquara,UNESP,37,167
Catálise Júnior ,FEJESP,2002,3,1,Não,33.17,366.00,9,N/A,SP,Araraquara,UNESP,37,167
Tectus Jr.,Juniores,2017,1,2,Não,11.55,3212.88,5,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,705
Tectus Jr.,Juniores,2017,1,2,Não,11.55,245.00,5,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,705
Tectus Jr.,Juniores,2017,1,2,Não,11.55,300.00,3,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,705
Tectus Jr.,Juniores,2017,1,2,Não,11.55,175.00,4,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,705
Tectus Jr.,Juniores,2017,1,2,Não,11.55,1850.00,5,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,705
Tectus Jr.,Juniores,2017,1,2,Não,11.55,600.00,7,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,705
Tectus Jr.,Juniores,2017,1,2,Não,11.55,900.00,3,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,705
Tectus Jr.,Juniores,2017,1,2,Não,11.55,700.00,4,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,705
Tectus Jr.,Juniores,2017,1,2,Não,11.55,200.00,2,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,705
Tectus Jr.,Juniores,2017,1,2,Não,11.55,350.00,3,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,705
Tectus Jr.,Juniores,2017,1,2,Não,11.55,940.00,3,10,ES,Alegre,Universidade Federal do Espírito Santo,18,705
Tectus Jr.,Juniores,2017,1,2,Não,11.55,350.00,4,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,705
Tectus Jr.,Juniores,2017,1,2,Não,11.55,140.00,4,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,705
Tectus Jr.,Juniores,2017,1,2,Não,11.55,70.00,4,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,705
Tectus Jr.,Juniores,2017,1,2,Não,11.55,350.00,4,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,705
Tectus Jr.,Juniores,2017,1,2,Não,11.55,1370.00,4,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,705
Tectus Jr.,Juniores,2017,1,2,Não,11.55,300.00,3,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,705
Tectus Jr.,Juniores,2017,1,2,Não,11.55,350.00,6,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,705
Tectus Jr.,Juniores,2017,1,2,Não,11.55,1200.00,5,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,705
Tectus Jr.,Juniores,2017,1,2,Não,11.55,1800.00,7,10,ES,Alegre,Universidade Federal do Espírito Santo,18,705
Tectus Jr.,Juniores,2017,1,2,Não,11.55,35.00,1,10,ES,Alegre,Universidade Federal do Espírito Santo,18,705
Tectus Jr.,Juniores,2017,1,2,Não,11.55,35.00,1,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,705
Tectus Jr.,Juniores,2017,1,2,Não,11.55,35.00,1,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,705
Tectus Jr.,Juniores,2017,1,2,Não,11.55,35.00,1,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,705
Tectus Jr.,Juniores,2017,1,2,Não,11.55,35.00,1,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,705
Tectus Jr.,Juniores,2017,1,2,Não,11.55,70.00,1,8,ES,Alegre,Universidade Federal do Espírito Santo,18,705
Tectus Jr.,Juniores,2017,1,2,Não,11.55,70.00,2,9,ES,Alegre,Universidade Federal do Espírito Santo,18,705
Tectus Jr.,Juniores,2017,1,2,Não,11.55,35.00,1,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,705
Tectus Jr.,Juniores,2017,1,2,Não,11.55,35.00,1,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,705
Tectus Jr.,Juniores,2017,1,2,Não,11.55,300.00,1,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,705
Tectus Jr.,Juniores,2017,1,2,Não,11.55,350.00,3,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,705
Tectus Jr.,Juniores,2017,1,2,Não,11.55,700.00,2,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,705
Tectus Jr.,Juniores,2017,1,2,Não,11.55,300.00,1,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,705
Minera Consultoria Júnior,FEJEPE,2015,1,3,Não,104,1652.00,6,N/A,PE,Recife,UFPE,12,214
Minera Consultoria Júnior,FEJEPE,2015,1,3,Não,104,1254.00,9,N/A,PE,Recife,UFPE,12,214
Minera Consultoria Júnior,FEJEPE,2015,1,3,Não,104,500.00,5,10,PE,Recife,UFPE,12,214
Minera Consultoria Júnior,FEJEPE,2015,1,3,Não,104,1000.00,7,10,PE,Recife,UFPE,12,214
Poli Júnior Engenharia,FEJEPE,2015,2,2,Não,19.92,28830.00,14,N/A,PE,Recife,UPE,53,32
Poli Júnior Engenharia,FEJEPE,2015,2,2,Não,19.92,1214.72,3,N/A,PE,Recife,UPE,53,32
Poli Júnior Engenharia,FEJEPE,2015,2,2,Não,19.92,1140.00,2,N/A,PE,Recife,UPE,53,32
Poli Júnior Engenharia,FEJEPE,2015,2,2,Não,19.92,1202.50,2,9,PE,Recife,UPE,53,32
Poli Júnior Engenharia,FEJEPE,2015,2,2,Não,19.92,2000.00,3,N/A,PE,Recife,UPE,53,32
Poli Júnior Engenharia,FEJEPE,2015,2,2,Não,19.92,44000.00,18,N/A,PE,Recife,UPE,53,32
Poli Júnior Engenharia,FEJEPE,2015,2,2,Não,19.92,6240.00,2,N/A,PE,Recife,UPE,53,32
Poli Júnior Engenharia,FEJEPE,2015,2,2,Não,19.92,890.00,8,N/A,PE,Recife,UPE,53,32
Poli Júnior Engenharia,FEJEPE,2015,2,2,Não,19.92,530.00,4,N/A,PE,Recife,UPE,53,32
Poli Júnior Engenharia,FEJEPE,2015,2,2,Não,19.92,1200.00,3,10,PE,Recife,UPE,53,32
Poli Júnior Engenharia,FEJEPE,2015,2,2,Não,19.92,6900.00,3,10,PE,Recife,UPE,53,32
Poli Júnior Engenharia,FEJEPE,2015,2,2,Não,19.92,1300.00,1,10,PE,Recife,UPE,53,32
EJENUTRI - Empresa Júnior dos Estudantes de Nutrição,FEJESP,2017,1,2,Não,5.09,90.00,2,N/A,SP,Botucatu,UNESP,11,699
EJENUTRI - Empresa Júnior dos Estudantes de Nutrição,FEJESP,2017,1,2,Não,5.09,210.00,4,N/A,SP,Botucatu,UNESP,11,699
EJENUTRI - Empresa Júnior dos Estudantes de Nutrição,FEJESP,2017,1,2,Não,5.09,1350.00,2,N/A,SP,Botucatu,UNESP,11,699
EJENUTRI - Empresa Júnior dos Estudantes de Nutrição,FEJESP,2017,1,2,Não,5.09,85.00,1,8,SP,Botucatu,UNESP,11,699
EJENUTRI - Empresa Júnior dos Estudantes de Nutrição,FEJESP,2017,1,2,Não,5.09,480.00,6,N/A,SP,Botucatu,UNESP,11,699
EJENUTRI - Empresa Júnior dos Estudantes de Nutrição,FEJESP,2017,1,2,Não,5.09,2080.40,10,N/A,SP,Botucatu,UNESP,11,699
EJENUTRI - Empresa Júnior dos Estudantes de Nutrição,FEJESP,2017,1,2,Não,5.09,200.00,4,N/A,SP,Botucatu,UNESP,11,699
EJENUTRI - Empresa Júnior dos Estudantes de Nutrição,FEJESP,2017,1,2,Não,5.09,240.00,3,N/A,SP,Botucatu,UNESP,11,699
EJENUTRI - Empresa Júnior dos Estudantes de Nutrição,FEJESP,2017,1,2,Não,5.09,118.00,4,N/A,SP,Botucatu,UNESP,11,699
EJENUTRI - Empresa Júnior dos Estudantes de Nutrição,FEJESP,2017,1,2,Não,5.09,1500.00,5,N/A,SP,Botucatu,UNESP,11,699
EJENUTRI - Empresa Júnior dos Estudantes de Nutrição,FEJESP,2017,1,2,Não,5.09,80.00,1,N/A,SP,Botucatu,UNESP,11,699
EJENUTRI - Empresa Júnior dos Estudantes de Nutrição,FEJESP,2017,1,2,Não,5.09,80.00,2,N/A,SP,Botucatu,UNESP,11,699
EJENUTRI - Empresa Júnior dos Estudantes de Nutrição,FEJESP,2017,1,2,Não,5.09,85.00,3,10,SP,Botucatu,UNESP,11,699
EJENUTRI - Empresa Júnior dos Estudantes de Nutrição,FEJESP,2017,1,2,Não,5.09,160.00,3,N/A,SP,Botucatu,UNESP,11,699
EJENUTRI - Empresa Júnior dos Estudantes de Nutrição,FEJESP,2017,1,2,Não,5.09,1400.00,3,N/A,SP,Botucatu,UNESP,11,699
EJENUTRI - Empresa Júnior dos Estudantes de Nutrição,FEJESP,2017,1,2,Não,5.09,90.00,3,N/A,SP,Botucatu,UNESP,11,699
EJENUTRI - Empresa Júnior dos Estudantes de Nutrição,FEJESP,2017,1,2,Não,5.09,252.00,2,N/A,SP,Botucatu,UNESP,11,699
EJENUTRI - Empresa Júnior dos Estudantes de Nutrição,FEJESP,2017,1,2,Não,5.09,516.00,2,10,SP,Botucatu,UNESP,11,699
EJENUTRI - Empresa Júnior dos Estudantes de Nutrição,FEJESP,2017,1,2,Não,5.09,468.00,2,10,SP,Botucatu,UNESP,11,699
EJENUTRI - Empresa Júnior dos Estudantes de Nutrição,FEJESP,2017,1,2,Não,5.09,1713.60,2,N/A,SP,Botucatu,UNESP,11,699
EJENUTRI - Empresa Júnior dos Estudantes de Nutrição,FEJESP,2017,1,2,Não,5.09,960.00,3,N/A,SP,Botucatu,UNESP,11,699
Líderi Jr.,PB Júnior,2017,1,1,Não,4,30.00,3,N/A,PB,,UFPB,11,548
Potencial - Consultoria e Projetos Elétricos,FEJESP,2016,1,1,Não,9.4,1300.00,3,N/A,SP,Ilha Solteira,UNESP,24,437
Potencial - Consultoria e Projetos Elétricos,FEJESP,2016,1,1,Não,9.4,200.00,3,N/A,SP,Ilha Solteira,UNESP,24,437
Potencial - Consultoria e Projetos Elétricos,FEJESP,2016,1,1,Não,9.4,1470.00,6,N/A,SP,Ilha Solteira,UNESP,24,437
Potencial - Consultoria e Projetos Elétricos,FEJESP,2016,1,1,Não,9.4,170.00,4,N/A,SP,Ilha Solteira,UNESP,24,437
Potencial - Consultoria e Projetos Elétricos,FEJESP,2016,1,1,Não,9.4,300.00,3,N/A,SP,Ilha Solteira,UNESP,24,437
SIE - Soluções e Inovações em Energia,PB Júnior,2017,1,2,Não,15.64,2300.00,3,N/A,PB,,UFPB,25,725
SIE - Soluções e Inovações em Energia,PB Júnior,2017,1,2,Não,15.64,2555.81,2,N/A,PB,,UFPB,25,725
SIE - Soluções e Inovações em Energia,PB Júnior,2017,1,2,Não,15.64,2730.00,2,N/A,PB,,UFPB,25,725
SIE - Soluções e Inovações em Energia,PB Júnior,2017,1,2,Não,15.64,1150.00,3,N/A,PB,,UFPB,25,725
SIE - Soluções e Inovações em Energia,PB Júnior,2017,1,2,Não,15.64,2412.34,3,N/A,PB,,UFPB,25,725
SIE - Soluções e Inovações em Energia,PB Júnior,2017,1,2,Não,15.64,5190.36,1,N/A,PB,,UFPB,25,725
SIE - Soluções e Inovações em Energia,PB Júnior,2017,1,2,Não,15.64,2171.92,2,N/A,PB,,UFPB,25,725
SIE - Soluções e Inovações em Energia,PB Júnior,2017,1,2,Não,15.64,2571.92,1,N/A,PB,,UFPB,25,725
SIE - Soluções e Inovações em Energia,PB Júnior,2017,1,2,Não,15.64,2571.92,1,N/A,PB,,UFPB,25,725
Ethos Consultoria Jr.,FEJEPE,2018,N/A,1,Não,24.23,10133.00,5,N/A,PE,,UFPE,19,853
Ethos Consultoria Jr.,FEJEPE,2018,N/A,1,Não,24.23,1500.00,5,N/A,PE,,UFPE,19,853
Ethos Consultoria Jr.,FEJEPE,2018,N/A,1,Não,24.23,2000.00,4,N/A,PE,,UFPE,19,853
Ethos Consultoria Jr.,FEJEPE,2018,N/A,1,Não,24.23,1200.00,3,N/A,PE,,UFPE,19,853
ECAPE - EMPRESA JÚNIOR DE CONSULTORIA AGRONÔMICA E PLANEJAMENTO ESTRATÉGICO,FEJERS,2019,N/A,N/A,Não,60,60.00,1,N/A,RS,Capão do Leão,UFPEL,11,1397
ECAPE - EMPRESA JÚNIOR DE CONSULTORIA AGRONÔMICA E PLANEJAMENTO ESTRATÉGICO,FEJERS,2019,N/A,N/A,Não,60,1000.00,1,N/A,RS,Capão do Leão,UFPEL,11,1397
ECAPE - EMPRESA JÚNIOR DE CONSULTORIA AGRONÔMICA E PLANEJAMENTO ESTRATÉGICO,FEJERS,2019,N/A,N/A,Não,60,3300.00,1,N/A,RS,Capão do Leão,UFPEL,11,1397
ECAPE - EMPRESA JÚNIOR DE CONSULTORIA AGRONÔMICA E PLANEJAMENTO ESTRATÉGICO,FEJERS,2019,N/A,N/A,Não,60,320.00,1,N/A,RS,Capão do Leão,UFPEL,11,1397
ECAPE - EMPRESA JÚNIOR DE CONSULTORIA AGRONÔMICA E PLANEJAMENTO ESTRATÉGICO,FEJERS,2019,N/A,N/A,Não,60,200.00,2,N/A,RS,Capão do Leão,UFPEL,11,1397
ECAPE - EMPRESA JÚNIOR DE CONSULTORIA AGRONÔMICA E PLANEJAMENTO ESTRATÉGICO,FEJERS,2019,N/A,N/A,Não,60,380.00,1,N/A,RS,Capão do Leão,UFPEL,11,1397
ECAPE - EMPRESA JÚNIOR DE CONSULTORIA AGRONÔMICA E PLANEJAMENTO ESTRATÉGICO,FEJERS,2019,N/A,N/A,Não,60,400.00,1,N/A,RS,Capão do Leão,UFPEL,11,1397
Brick Júnior,FEJEMG,2019,N/A,N/A,Não,28,1000.00,9,N/A,MG,Itabira,UNIFEI,20,1314
Brick Júnior,FEJEMG,2019,N/A,N/A,Não,28,144.00,3,N/A,MG,Itabira,UNIFEI,20,1314
Brick Júnior,FEJEMG,2019,N/A,N/A,Não,28,1800.00,5,10,MG,Itabira,UNIFEI,20,1314
GeoMaps Consultoria,FEJECE,2016,2,1,Não,9.17,200.00,7,9,CE,Fortaleza,UFC,14,234
GeoMaps Consultoria,FEJECE,2016,2,1,Não,9.17,240.00,4,N/A,CE,Fortaleza,UFC,14,234
GeoMaps Consultoria,FEJECE,2016,2,1,Não,9.17,2800.00,11,10,CE,Fortaleza,UFC,14,234
GeoMaps Consultoria,FEJECE,2016,2,1,Não,9.17,330.00,3,10,CE,Fortaleza,UFC,14,234
GeoMaps Consultoria,FEJECE,2016,2,1,Não,9.17,330.00,5,7,CE,Fortaleza,UFC,14,234
GeoMaps Consultoria,FEJECE,2016,2,1,Não,9.17,890.00,4,N/A,CE,Fortaleza,UFC,14,234
GeoMaps Consultoria,FEJECE,2016,2,1,Não,9.17,1235.00,1,N/A,CE,Fortaleza,UFC,14,234
GeoMaps Consultoria,FEJECE,2016,2,1,Não,9.17,2400.00,9,N/A,CE,Fortaleza,UFC,14,234
GeoMaps Consultoria,FEJECE,2016,2,1,Não,9.17,240.00,3,10,CE,Fortaleza,UFC,14,234
GeoMaps Consultoria,FEJECE,2016,2,1,Não,9.17,150.00,2,N/A,CE,Fortaleza,UFC,14,234
GeoMaps Consultoria,FEJECE,2016,2,1,Não,9.17,390.00,1,9,CE,Fortaleza,UFC,14,234
GeoMaps Consultoria,FEJECE,2016,2,1,Não,9.17,353.00,2,N/A,CE,Fortaleza,UFC,14,234
ITA Júnior,FEJESP,1992,1,3,Não,42.89,2750.00,2,N/A,SP,São José dos Campos,ITA,42,125
ITA Júnior,FEJESP,1992,1,3,Não,42.89,6000.00,8,10,SP,São José dos Campos,ITA,42,125
ITA Júnior,FEJESP,1992,1,3,Não,42.89,19900.00,1,N/A,SP,São José dos Campos,ITA,42,125
ITA Júnior,FEJESP,1992,1,3,Não,42.89,5550.00,2,N/A,SP,São José dos Campos,ITA,42,125
ITA Júnior,FEJESP,1992,1,3,Não,42.89,8000.00,4,N/A,SP,São José dos Campos,ITA,42,125
ITA Júnior,FEJESP,1992,1,3,Não,42.89,17320.00,5,N/A,SP,São José dos Campos,ITA,42,125
ITA Júnior,FEJESP,1992,1,3,Não,42.89,9600.00,3,N/A,SP,São José dos Campos,ITA,42,125
OLARIA,Concentro,2019,N/A,N/A,Não,60,75.00,4,10,DF,Brasília,INSTITUTO FEDERAL DE EDUCAÇÃO, CIENCIA E TECNOLOGIA DE BRASILIA,6,1386
MUSEOTEC - consultoria e serviços em museologia,Concentro,2019,N/A,N/A,Não,13.33,1600.00,3,N/A,DF,Brasília,UnB,6,1264
MUSEOTEC - consultoria e serviços em museologia,Concentro,2019,N/A,N/A,Não,13.33,1050.00,4,N/A,DF,Brasília,UnB,6,1264
MUSEOTEC - consultoria e serviços em museologia,Concentro,2019,N/A,N/A,Não,13.33,2395.00,5,N/A,DF,Brasília,UnB,6,1264
MUSEOTEC - consultoria e serviços em museologia,Concentro,2019,N/A,N/A,Não,13.33,4740.00,4,N/A,DF,Brasília,UnB,6,1264
TEQInova - Tecnologia, Engenharia Química e Inovação,PB Júnior,2017,N/A,1,Não,45,5000.00,6,N/A,PB,,UFCG,9,874
TEQInova - Tecnologia, Engenharia Química e Inovação,PB Júnior,2017,N/A,1,Não,45,200.00,2,N/A,PB,,UFCG,9,874
Flora Júnior,RioJunior,2017,1,2,Não,14.8,1340.90,3,N/A,RJ,Seropédica,UFRRJ,25,747
Flora Júnior,RioJunior,2017,1,2,Não,14.8,980.00,3,N/A,RJ,Seropédica,UFRRJ,25,747
Flora Júnior,RioJunior,2017,1,2,Não,14.8,210.00,1,N/A,RJ,Seropédica,UFRRJ,25,747
Flora Júnior,RioJunior,2017,1,2,Não,14.8,220.00,1,N/A,RJ,Seropédica,UFRRJ,25,747
Flora Júnior,RioJunior,2017,1,2,Não,14.8,1855.34,5,N/A,RJ,Seropédica,UFRRJ,25,747
Automatiza Júnior ,FEJERS,2018,N/A,2,Não,32.5,600.00,2,N/A,RS,,Universidade Federal de Santa Maria ,17,884
Automatiza Júnior ,FEJERS,2018,N/A,2,Não,32.5,195.00,2,10,RS,,Universidade Federal de Santa Maria ,17,884
Automatiza Júnior ,FEJERS,2018,N/A,2,Não,32.5,3500.00,3,N/A,RS,,Universidade Federal de Santa Maria ,17,884
Automatiza Júnior ,FEJERS,2018,N/A,2,Não,32.5,346.40,2,N/A,RS,,Universidade Federal de Santa Maria ,17,884
CAJ - Consultoria Agropecuária Júnior,FEJEPAR,2018,N/A,1,Não,50,6700.00,7,8,PR,Umuarama,UEM,18,824
CAJ - Consultoria Agropecuária Júnior,FEJEPAR,2018,N/A,1,Não,50,350.00,5,N/A,PR,Umuarama,UEM,18,824
Produtiva Júnior,RN Júnior,2010,5,5,Não,34.68,7100.00,1,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,42,46
Produtiva Júnior,RN Júnior,2010,5,5,Não,34.68,6720.00,2,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,42,46
Produtiva Júnior,RN Júnior,2010,5,5,Não,34.68,5440.00,3,10,RN,Natal,Universidade Federal do Rio Grande do Norte,42,46
Produtiva Júnior,RN Júnior,2010,5,5,Não,34.68,1500.00,2,9,RN,Natal,Universidade Federal do Rio Grande do Norte,42,46
Produtiva Júnior,RN Júnior,2010,5,5,Não,34.68,9200.00,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,42,46
Produtiva Júnior,RN Júnior,2010,5,5,Não,34.68,13440.00,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,42,46
Produtiva Júnior,RN Júnior,2010,5,5,Não,34.68,6000.00,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,42,46
Produtiva Júnior,RN Júnior,2010,5,5,Não,34.68,6240.00,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,42,46
Produtiva Júnior,RN Júnior,2010,5,5,Não,34.68,7120.00,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,42,46
Produtiva Júnior,RN Júnior,2010,5,5,Não,34.68,6000.00,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,42,46
Produtiva Júnior,RN Júnior,2010,5,5,Não,34.68,7520.00,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,42,46
Produtiva Júnior,RN Júnior,2010,5,5,Não,34.68,6000.00,1,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,42,46
Produtiva Júnior,RN Júnior,2010,5,5,Não,34.68,7120.00,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,42,46
Produtiva Júnior,RN Júnior,2010,5,5,Não,34.68,7200.00,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,42,46
Produtiva Júnior,RN Júnior,2010,5,5,Não,34.68,21600.00,4,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,42,46
Produtiva Júnior,RN Júnior,2010,5,5,Não,34.68,6880.00,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,42,46
Produtiva Júnior,RN Júnior,2010,5,5,Não,34.68,12000.00,2,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,42,46
Produtiva Júnior,RN Júnior,2010,5,5,Não,34.68,8800.00,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,42,46
Produtiva Júnior,RN Júnior,2010,5,5,Não,34.68,5500.00,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,42,46
Produtiva Júnior,RN Júnior,2010,5,5,Não,34.68,6480.00,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,42,46
Produtiva Júnior,RN Júnior,2010,5,5,Não,34.68,6560.00,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,42,46
Produtiva Júnior,RN Júnior,2010,5,5,Não,34.68,6800.00,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,42,46
Produtiva Júnior,RN Júnior,2010,5,5,Não,34.68,5520.00,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,42,46
Produtiva Júnior,RN Júnior,2010,5,5,Não,34.68,7083.59,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,42,46
Produtiva Júnior,RN Júnior,2010,5,5,Não,34.68,5882.40,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,42,46
Produtiva Júnior,RN Júnior,2010,5,5,Não,34.68,6800.00,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,42,46
Produtiva Júnior,RN Júnior,2010,5,5,Não,34.68,6300.00,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,42,46
Produtiva Júnior,RN Júnior,2010,5,5,Não,34.68,6880.00,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,42,46
Produtiva Júnior,RN Júnior,2010,5,5,Não,34.68,9760.00,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,42,46
Produtiva Júnior,RN Júnior,2010,5,5,Não,34.68,6320.00,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,42,46
Produtiva Júnior,RN Júnior,2010,5,5,Não,34.68,8000.00,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,42,46
Produtiva Júnior,RN Júnior,2010,5,5,Não,34.68,6750.00,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,42,46
Produtiva Júnior,RN Júnior,2010,5,5,Não,34.68,7800.00,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,42,46
Produtiva Júnior,RN Júnior,2010,5,5,Não,34.68,30000.00,1,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,42,46
Produtiva Júnior,RN Júnior,2010,5,5,Não,34.68,12476.96,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,42,46
Produtiva Júnior,RN Júnior,2010,5,5,Não,34.68,10000.00,1,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,42,46
Produtora Júnior,UNIJr-BA,2010,3,3,Não,51.33,1500.00,2,N/A,BA,Salvador,UNIVERSIDADE FEDERAL DA BAHIA,41,459
Produtora Júnior,UNIJr-BA,2010,3,3,Não,51.33,200.00,1,N/A,BA,Salvador,UNIVERSIDADE FEDERAL DA BAHIA,41,459
Produtora Júnior,UNIJr-BA,2010,3,3,Não,51.33,2400.00,5,N/A,BA,Salvador,UNIVERSIDADE FEDERAL DA BAHIA,41,459
Produtora Júnior,UNIJr-BA,2010,3,3,Não,51.33,1300.00,4,10,BA,Salvador,UNIVERSIDADE FEDERAL DA BAHIA,41,459
Produtora Júnior,UNIJr-BA,2010,3,3,Não,51.33,1800.00,3,N/A,BA,Salvador,UNIVERSIDADE FEDERAL DA BAHIA,41,459
Produtora Júnior,UNIJr-BA,2010,3,3,Não,51.33,400.00,2,N/A,BA,Salvador,UNIVERSIDADE FEDERAL DA BAHIA,41,459
Produtora Júnior,UNIJr-BA,2010,3,3,Não,51.33,250.00,4,N/A,BA,Salvador,UNIVERSIDADE FEDERAL DA BAHIA,41,459
Produtora Júnior,UNIJr-BA,2010,3,3,Não,51.33,400.00,3,10,BA,Salvador,UNIVERSIDADE FEDERAL DA BAHIA,41,459
Produtora Júnior,UNIJr-BA,2010,3,3,Não,51.33,1280.00,1,N/A,BA,Salvador,UNIVERSIDADE FEDERAL DA BAHIA,41,459
