EMPRESA_JUNIOR,FEDERACAO,TEMPO_MEDIO_DIAS,META_participacao_eventos,META_Impacto,MES,FATURAMENTO,PROJETOS,N_ACOES_COMPARTILHADAS,ESTADO,CIDADE,MEMBROS
Empresa Junior Batuque,FEJEA,26.56,80,6,3,1800,3,0,AL,Maceió,18
Empresa Junior Batuque,FEJEA,26.56,80,6,4,0,0,0,AL,Maceió,18
Campe Consultoria Jr,FEJEMG,56.61,60,36,1,10556.95,2,0,MG,Juiz de Fora,32
Campe Consultoria Jr,FEJEMG,56.61,60,36,2,10900,3,1,MG,Juiz de Fora,32
Campe Consultoria Jr,FEJEMG,56.61,60,36,3,30500,10,0,MG,Juiz de Fora,32
Campe Consultoria Jr,FEJEMG,56.61,60,36,4,10617,3,0,MG,Juiz de Fora,32
Ejel - Consultoria e Projetos Elétricos Jr.,FEJEMG,15.63,70,10,1,650,1,1,MG,São João del Rei,19
Ejel - Consultoria e Projetos Elétricos Jr.,FEJEMG,15.63,70,10,2,1550,3,1,MG,São João del Rei,19
Ejel - Consultoria e Projetos Elétricos Jr.,FEJEMG,15.63,70,10,3,400,1,0,MG,São João del Rei,19
Ejel - Consultoria e Projetos Elétricos Jr.,FEJEMG,15.63,70,10,4,3780,3,0,MG,São João del Rei,19
UP Consultoria Jr.,FEJEMG,35,60,18,1,2991.33,1,0,MG,Itabira,23
UP Consultoria Jr.,FEJEMG,35,60,18,2,5766.43,2,0,MG,Itabira,23
UP Consultoria Jr.,FEJEMG,35,60,18,3,1560,2,0,MG,Itabira,23
UP Consultoria Jr.,FEJEMG,35,60,18,4,0,0,0,MG,Itabira,23
ENETEC - Consultoria Júnior,Concentro,12.5,33,1,1,2920,2,0,DF,Brasília,22
ENETEC - Consultoria Júnior,Concentro,12.5,33,1,2,350,1,0,DF,Brasília,22
ENETEC - Consultoria Júnior,Concentro,12.5,33,1,3,6300,3,0,DF,Brasília,22
ENETEC - Consultoria Júnior,Concentro,12.5,33,1,4,0,0,0,DF,Brasília,22
Brava Consultoria Jr.,Goiás Júnior,69.29,50,2,1,0,0,0,GO,,15
Brava Consultoria Jr.,Goiás Júnior,69.29,50,2,2,800,1,0,GO,,15
Brava Consultoria Jr.,Goiás Júnior,69.29,50,2,3,1400,1,0,GO,,15
Brava Consultoria Jr.,Goiás Júnior,69.29,50,2,4,4400,5,0,GO,,15
Include Engenharia,RN Júnior,31.6,43,7,1,4838,3,0,RN,Natal,25
Include Engenharia,RN Júnior,31.6,43,7,2,520,2,0,RN,Natal,25
Include Engenharia,RN Júnior,31.6,43,7,3,0,0,0,RN,Natal,25
Include Engenharia,RN Júnior,31.6,43,7,4,0,0,0,RN,Natal,25
PROENGE Empresa Júnior,Goiás Júnior,12.33,45,2,1,0,0,0,GO,,10
PROENGE Empresa Júnior,Goiás Júnior,12.33,45,2,2,0,0,0,GO,,10
PROENGE Empresa Júnior,Goiás Júnior,12.33,45,2,3,668.8,3,0,GO,,10
PROENGE Empresa Júnior,Goiás Júnior,12.33,45,2,4,0,0,0,GO,,10
AZ Consultoria,Baré Júnior,31.62,60,6,1,0,0,0,AM,Manaus,7
AZ Consultoria,Baré Júnior,31.62,60,6,2,0,0,0,AM,Manaus,7
AZ Consultoria,Baré Júnior,31.62,60,6,3,2405,11,5,AM,Manaus,7
AZ Consultoria,Baré Júnior,31.62,60,6,4,580,2,0,AM,Manaus,7
In Loco Jr,FEJEMG,14,60,8,1,0,0,0,MG,Itajubá,13
In Loco Jr,FEJEMG,14,60,8,2,0,0,0,MG,Itajubá,13
In Loco Jr,FEJEMG,14,60,8,3,0,0,0,MG,Itajubá,13
In Loco Jr,FEJEMG,14,60,8,4,470,1,0,MG,Itajubá,13
Focus Consultoria,RioJunior,39.5,80,3,1,2588.15,1,0,RJ,Rio das Ostras,29
Focus Consultoria,RioJunior,39.5,80,3,2,3650,1,0,RJ,Rio das Ostras,29
Focus Consultoria,RioJunior,39.5,80,3,3,0,0,0,RJ,Rio das Ostras,29
Focus Consultoria,RioJunior,39.5,80,3,4,0,0,0,RJ,Rio das Ostras,29
RPjr,FEJESP,29.33,33,3,1,0,0,0,SP,Bauru,25
RPjr,FEJESP,29.33,33,3,2,0,0,0,SP,Bauru,25
RPjr,FEJESP,29.33,33,3,3,3918,1,0,SP,Bauru,25
RPjr,FEJESP,29.33,33,3,4,4175,2,0,SP,Bauru,25
Empresa Jr Analize - Assessoria Agropecuária,FEJESC,NaN,70,12,1,0,0,0,SC,Florianópolis,13
Empresa Jr Analize - Assessoria Agropecuária,FEJESC,NaN,70,12,2,0,0,0,SC,Florianópolis,13
Empresa Jr Analize - Assessoria Agropecuária,FEJESC,NaN,70,12,3,0,0,0,SC,Florianópolis,13
Empresa Jr Analize - Assessoria Agropecuária,FEJESC,NaN,70,12,4,0,0,0,SC,Florianópolis,13
Prosseq Jr,Pará Júnior,NaN,52,10,1,0,0,0,PA,Marabá,13
Prosseq Jr,Pará Júnior,NaN,52,10,2,0,0,0,PA,Marabá,13
Prosseq Jr,Pará Júnior,NaN,52,10,3,0,0,0,PA,Marabá,13
Prosseq Jr,Pará Júnior,NaN,52,10,4,0,0,0,PA,Marabá,13
CATI Jr.,FEJESP,NaN,75,3,1,0,0,0,SP,São Carlos,5
CATI Jr.,FEJESP,NaN,75,3,2,0,0,0,SP,São Carlos,5
CATI Jr.,FEJESP,NaN,75,3,3,0,0,0,SP,São Carlos,5
CATI Jr.,FEJESP,NaN,75,3,4,0,0,0,SP,São Carlos,5
Strategos Consultoria Política Jr.,Concentro,71.83,43,4,1,31000,3,0,DF,Brasília,20
Strategos Consultoria Política Jr.,Concentro,71.83,43,4,2,20000,3,0,DF,Brasília,20
Strategos Consultoria Política Jr.,Concentro,71.83,43,4,3,0,0,0,DF,Brasília,20
Strategos Consultoria Política Jr.,Concentro,71.83,43,4,4,0,0,0,DF,Brasília,20
Atena Jr,FEJERS,27.5,80,7,1,4050,2,0,RS,Rio Grande,11
Atena Jr,FEJERS,27.5,80,7,2,400,1,0,RS,Rio Grande,11
Atena Jr,FEJERS,27.5,80,7,3,0,0,0,RS,Rio Grande,11
Atena Jr,FEJERS,27.5,80,7,4,180,1,0,RS,Rio Grande,11
3E-UEL,FEJEPAR,59,80,8,1,0,0,0,PR,Londrina,12
3E-UEL,FEJEPAR,59,80,8,2,0,0,0,PR,Londrina,12
3E-UEL,FEJEPAR,59,80,8,3,0,0,0,PR,Londrina,12
3E-UEL,FEJEPAR,59,80,8,4,1200,1,0,PR,Londrina,12
Açafrão Jr.,FEJERS,NaN,0,0,1,0,0,0,RS,,1
Açafrão Jr.,FEJERS,NaN,0,0,2,0,0,0,RS,,1
Açafrão Jr.,FEJERS,NaN,0,0,3,0,0,0,RS,,1
Açafrão Jr.,FEJERS,NaN,0,0,4,0,0,0,RS,,1
Marisma Empresa Júnior de Oceanografia,Maranhão Júnior,NaN,0,0,1,0,0,0,MA,,2
Marisma Empresa Júnior de Oceanografia,Maranhão Júnior,NaN,0,0,2,0,0,0,MA,,2
Marisma Empresa Júnior de Oceanografia,Maranhão Júnior,NaN,0,0,3,0,0,0,MA,,2
Marisma Empresa Júnior de Oceanografia,Maranhão Júnior,NaN,0,0,4,0,0,0,MA,,2
LEX - Empresa Júnior de Direito da UEL,FEJEPAR,20.89,80,36,1,1582,2,0,PR,Londrina,26
LEX - Empresa Júnior de Direito da UEL,FEJEPAR,20.89,80,36,2,715,1,0,PR,Londrina,26
LEX - Empresa Júnior de Direito da UEL,FEJEPAR,20.89,80,36,3,2438.08,6,0,PR,Londrina,26
LEX - Empresa Júnior de Direito da UEL,FEJEPAR,20.89,80,36,4,0,0,0,PR,Londrina,26
Tetra Jr,FEJEMG,NaN,0,0,1,0,0,0,MG,Itabira,13
Tetra Jr,FEJEMG,NaN,0,0,2,0,0,0,MG,Itabira,13
Tetra Jr,FEJEMG,NaN,0,0,3,0,0,0,MG,Itabira,13
Tetra Jr,FEJEMG,NaN,0,0,4,0,0,0,MG,Itabira,13
Teófilos - Assessoria e Consultoria Farmacêutica Júnior,FEJEPAR,3,40,3,1,0,0,0,PR,Maringá,12
Teófilos - Assessoria e Consultoria Farmacêutica Júnior,FEJEPAR,3,40,3,2,0,0,0,PR,Maringá,12
Teófilos - Assessoria e Consultoria Farmacêutica Júnior,FEJEPAR,3,40,3,3,0,0,0,PR,Maringá,12
Teófilos - Assessoria e Consultoria Farmacêutica Júnior,FEJEPAR,3,40,3,4,600,1,0,PR,Maringá,12
Cria UFMG,FEJEMG,14.29,70,45,1,0,0,0,MG,Belo Horizonte,26
Cria UFMG,FEJEMG,14.29,70,45,2,4450,6,1,MG,Belo Horizonte,26
Cria UFMG,FEJEMG,14.29,70,45,3,800,1,0,MG,Belo Horizonte,26
Cria UFMG,FEJEMG,14.29,70,45,4,0,0,0,MG,Belo Horizonte,26
Ágil Engenharia Júnior ,Maranhão Júnior,NaN,75,7,1,0,0,0,MA,São Luís,15
Ágil Engenharia Júnior ,Maranhão Júnior,NaN,75,7,2,0,0,0,MA,São Luís,15
Ágil Engenharia Júnior ,Maranhão Júnior,NaN,75,7,3,0,0,0,MA,São Luís,15
Ágil Engenharia Júnior ,Maranhão Júnior,NaN,75,7,4,0,0,0,MA,São Luís,15
Vulcano Empresa Jr,FEJEPAR,8.33,35,9,1,0,0,0,PR,Ponta Grossa,20
Vulcano Empresa Jr,FEJEPAR,8.33,35,9,2,0,0,0,PR,Ponta Grossa,20
Vulcano Empresa Jr,FEJEPAR,8.33,35,9,3,0,0,0,PR,Ponta Grossa,20
Vulcano Empresa Jr,FEJEPAR,8.33,35,9,4,312.69,3,0,PR,Ponta Grossa,20
IAG Júnior,FEJESP,10,80,3,1,0,0,0,SP,São Paulo,8
IAG Júnior,FEJESP,10,80,3,2,3566.15,10,1,SP,São Paulo,8
IAG Júnior,FEJESP,10,80,3,3,0,0,0,SP,São Paulo,8
IAG Júnior,FEJESP,10,80,3,4,0,0,0,SP,São Paulo,8
ENEjr,FEJESC,40,80,3,1,0,0,0,SC,Araranguá,11
ENEjr,FEJESC,40,80,3,2,0,0,0,SC,Araranguá,11
ENEjr,FEJESC,40,80,3,3,3000,1,0,SC,Araranguá,11
ENEjr,FEJESC,40,80,3,4,1500,1,0,SC,Araranguá,11
Patamar Consultoria E.J.,RioJunior,56.67,33,2,1,1300,1,1,RJ,Rio de Janeiro,8
Patamar Consultoria E.J.,RioJunior,56.67,33,2,2,0,0,0,RJ,Rio de Janeiro,8
Patamar Consultoria E.J.,RioJunior,56.67,33,2,3,3000,2,0,RJ,Rio de Janeiro,8
Patamar Consultoria E.J.,RioJunior,56.67,33,2,4,0,0,0,RJ,Rio de Janeiro,8
ESATI ,FEJESC,30,40,4,1,520,1,0,SC,Joinville,16
ESATI ,FEJESC,30,40,4,2,0,0,0,SC,Joinville,16
ESATI ,FEJESC,30,40,4,3,0,0,0,SC,Joinville,16
ESATI ,FEJESC,30,40,4,4,0,0,0,SC,Joinville,16
Prisma - Empresa Júnior de Engenharia Química da UFBa,UNIJr-BA,45,50,14,1,0,0,0,BA,Salvador,27
Prisma - Empresa Júnior de Engenharia Química da UFBa,UNIJr-BA,45,50,14,2,3682,2,0,BA,Salvador,27
Prisma - Empresa Júnior de Engenharia Química da UFBa,UNIJr-BA,45,50,14,3,0,0,0,BA,Salvador,27
Prisma - Empresa Júnior de Engenharia Química da UFBa,UNIJr-BA,45,50,14,4,0,0,0,BA,Salvador,27
Trifase Engenharia Júnior,RN Júnior,NaN,40,7,1,0,0,0,RN,,25
Trifase Engenharia Júnior,RN Júnior,NaN,40,7,2,0,0,0,RN,,25
Trifase Engenharia Júnior,RN Júnior,NaN,40,7,3,0,0,0,RN,,25
Trifase Engenharia Júnior,RN Júnior,NaN,40,7,4,0,0,0,RN,,25
ELO Júnior Engenharias e Arquitetura,Goiás Júnior,21.53,80,68,1,0,0,0,GO,Goiânia,50
ELO Júnior Engenharias e Arquitetura,Goiás Júnior,21.53,80,68,2,4100.85,3,2,GO,Goiânia,50
ELO Júnior Engenharias e Arquitetura,Goiás Júnior,21.53,80,68,3,18595.05,13,0,GO,Goiânia,50
ELO Júnior Engenharias e Arquitetura,Goiás Júnior,21.53,80,68,4,2549.53,3,0,GO,Goiânia,50
GeoMaps Consultoria,FEJECE,10.5,33,16,1,240,1,0,CE,Fortaleza,10
GeoMaps Consultoria,FEJECE,10.5,33,16,2,2800,1,0,CE,Fortaleza,10
GeoMaps Consultoria,FEJECE,10.5,33,16,3,240,1,0,CE,Fortaleza,10
GeoMaps Consultoria,FEJECE,10.5,33,16,4,200,1,0,CE,Fortaleza,10
Mude! UFMG Jr. ,FEJEMG,36.75,100,3,1,1500,1,0,MG,,14
Mude! UFMG Jr. ,FEJEMG,36.75,100,3,2,900,2,0,MG,,14
Mude! UFMG Jr. ,FEJEMG,36.75,100,3,3,724,1,0,MG,,14
Mude! UFMG Jr. ,FEJEMG,36.75,100,3,4,0,0,0,MG,,14
h7 - Engenharia Mecânica,FEJEPAR,20,90,8,1,0,0,0,PR,Pato Branco,16
h7 - Engenharia Mecânica,FEJEPAR,20,90,8,2,0,0,0,PR,Pato Branco,16
h7 - Engenharia Mecânica,FEJEPAR,20,90,8,3,500,1,0,PR,Pato Branco,16
h7 - Engenharia Mecânica,FEJEPAR,20,90,8,4,0,0,0,PR,Pato Branco,16
Pacta,Concentro,NaN,50,8,1,0,0,0,DF,Brasília,6
Pacta,Concentro,NaN,50,8,2,0,0,0,DF,Brasília,6
Pacta,Concentro,NaN,50,8,3,0,0,0,DF,Brasília,6
Pacta,Concentro,NaN,50,8,4,0,0,0,DF,Brasília,6
Novare Consultoria ,Baré Júnior,35.8,75,10,1,0,0,0,AM,Manaus,13
Novare Consultoria ,Baré Júnior,35.8,75,10,2,3255.4,2,2,AM,Manaus,13
Novare Consultoria ,Baré Júnior,35.8,75,10,3,6500,3,0,AM,Manaus,13
Novare Consultoria ,Baré Júnior,35.8,75,10,4,0,0,0,AM,Manaus,13
Engenharia de Materiais Júnior  EMa-Jr,FEJEPAR,17.86,70,12,1,0,0,0,PR,Ponta Grossa,20
Engenharia de Materiais Júnior  EMa-Jr,FEJEPAR,17.86,70,12,2,0,0,0,PR,Ponta Grossa,20
Engenharia de Materiais Júnior  EMa-Jr,FEJEPAR,17.86,70,12,3,1100,6,1,PR,Ponta Grossa,20
Engenharia de Materiais Júnior  EMa-Jr,FEJEPAR,17.86,70,12,4,180,1,0,PR,Ponta Grossa,20
Projeta Júnior,Juniores,20,67,12,1,0,0,0,ES,São Mateus,20
Projeta Júnior,Juniores,20,67,12,2,0,0,0,ES,São Mateus,20
Projeta Júnior,Juniores,20,67,12,3,270,1,0,ES,São Mateus,20
Projeta Júnior,Juniores,20,67,12,4,940,2,0,ES,São Mateus,20
AGROBIO Consultoria júnior,FEJEMG,26,70,24,1,50,1,0,MG,São João del Rei,25
AGROBIO Consultoria júnior,FEJEMG,26,70,24,2,0,0,0,MG,São João del Rei,25
AGROBIO Consultoria júnior,FEJEMG,26,70,24,3,0,0,0,MG,São João del Rei,25
AGROBIO Consultoria júnior,FEJEMG,26,70,24,4,0,0,0,MG,São João del Rei,25
PSIQUE,FEJEPAR,1,60,8,1,0,0,0,PR,Maringá,11
PSIQUE,FEJEPAR,1,60,8,2,350,1,0,PR,Maringá,11
PSIQUE,FEJEPAR,1,60,8,3,0,0,0,PR,Maringá,11
PSIQUE,FEJEPAR,1,60,8,4,0,0,0,PR,Maringá,11
EJECart - Empresa Júnior de Engenharia Cartográfica,FEJESP,21.75,50,1,1,0,0,0,SP,Presidente Prudente,24
EJECart - Empresa Júnior de Engenharia Cartográfica,FEJESP,21.75,50,1,2,0,0,0,SP,Presidente Prudente,24
EJECart - Empresa Júnior de Engenharia Cartográfica,FEJESP,21.75,50,1,3,1230,3,0,SP,Presidente Prudente,24
EJECart - Empresa Júnior de Engenharia Cartográfica,FEJESP,21.75,50,1,4,1000,1,0,SP,Presidente Prudente,24
Produza Consultoria Júnior,FEJEMG,30,90,36,1,0,0,0,MG,Ituiutaba,22
Produza Consultoria Júnior,FEJEMG,30,90,36,2,3435,1,1,MG,Ituiutaba,22
Produza Consultoria Júnior,FEJEMG,30,90,36,3,0,0,0,MG,Ituiutaba,22
Produza Consultoria Júnior,FEJEMG,30,90,36,4,1440,1,1,MG,Ituiutaba,22
Biomedic Júnior,RN Júnior,25,34,6,1,280,1,0,RN,Natal,8
Biomedic Júnior,RN Júnior,25,34,6,2,0,0,0,RN,Natal,8
Biomedic Júnior,RN Júnior,25,34,6,3,0,0,0,RN,Natal,8
Biomedic Júnior,RN Júnior,25,34,6,4,348,1,0,RN,Natal,8
Empresa Júnior IDE,FEJERS,NaN,100,15,1,0,0,0,RS,Porto Alegre,16
Empresa Júnior IDE,FEJERS,NaN,100,15,2,0,0,0,RS,Porto Alegre,16
Empresa Júnior IDE,FEJERS,NaN,100,15,3,0,0,0,RS,Porto Alegre,16
Empresa Júnior IDE,FEJERS,NaN,100,15,4,0,0,0,RS,Porto Alegre,16
UP Foods - Empresa Júnior de Engenharia de Alimentos,FEJEPAR,10,60,4,1,0,0,0,PR,Medianeira,13
UP Foods - Empresa Júnior de Engenharia de Alimentos,FEJEPAR,10,60,4,2,60,1,0,PR,Medianeira,13
UP Foods - Empresa Júnior de Engenharia de Alimentos,FEJEPAR,10,60,4,3,0,0,0,PR,Medianeira,13
UP Foods - Empresa Júnior de Engenharia de Alimentos,FEJEPAR,10,60,4,4,0,0,0,PR,Medianeira,13
Campic Consultoria Jr.,FEJEMG,53,58,3,1,2300,2,0,MG,Viçosa,10
Campic Consultoria Jr.,FEJEMG,53,58,3,2,0,0,0,MG,Viçosa,10
Campic Consultoria Jr.,FEJEMG,53,58,3,3,0,0,0,MG,Viçosa,10
Campic Consultoria Jr.,FEJEMG,53,58,3,4,0,0,0,MG,Viçosa,10
Construtiva Jr,FEJECE,17.95,75,50,1,4212,7,0,CE,Fortaleza,28
Construtiva Jr,FEJECE,17.95,75,50,2,7870.54,10,0,CE,Fortaleza,28
Construtiva Jr,FEJECE,17.95,75,50,3,3178.93,3,0,CE,Fortaleza,28
Construtiva Jr,FEJECE,17.95,75,50,4,2586.14,2,0,CE,Fortaleza,28
Grupo Gestão,Concentro,42.69,60,170,1,8197.01,8,0,DF,Brasília,41
Grupo Gestão,Concentro,42.69,60,170,2,25331.5,20,1,DF,Brasília,41
Grupo Gestão,Concentro,42.69,60,170,3,14000,7,0,DF,Brasília,41
Grupo Gestão,Concentro,42.69,60,170,4,0,0,0,DF,Brasília,41
TM Jr,UNIJr-BA,NaN,33,10,1,0,0,1,BA,Salvador,25
TM Jr,UNIJr-BA,NaN,33,10,2,0,0,0,BA,Salvador,25
TM Jr,UNIJr-BA,NaN,33,10,3,0,0,0,BA,Salvador,25
TM Jr,UNIJr-BA,NaN,33,10,4,0,0,0,BA,Salvador,25
EnAção Consultoria Jr,Goiás Júnior,NaN,36,4,1,0,0,0,GO,Catalão,21
EnAção Consultoria Jr,Goiás Júnior,NaN,36,4,2,0,0,0,GO,Catalão,21
EnAção Consultoria Jr,Goiás Júnior,NaN,36,4,3,0,0,0,GO,Catalão,21
EnAção Consultoria Jr,Goiás Júnior,NaN,36,4,4,0,0,0,GO,Catalão,21
TechVet Júnior,FEJERS,24.5,75,3,1,240,1,0,RS,Santa Maria,17
TechVet Júnior,FEJERS,24.5,75,3,2,0,0,0,RS,Santa Maria,17
TechVet Júnior,FEJERS,24.5,75,3,3,755,1,0,RS,Santa Maria,17
TechVet Júnior,FEJERS,24.5,75,3,4,0,0,0,RS,Santa Maria,17
Materiais Júnior,FEJESP,5.4,50,3,1,0,0,0,SP,São Carlos,18
Materiais Júnior,FEJESP,5.4,50,3,2,4060,8,0,SP,São Carlos,18
Materiais Júnior,FEJESP,5.4,50,3,3,300,1,0,SP,São Carlos,18
Materiais Júnior,FEJESP,5.4,50,3,4,900,1,0,SP,São Carlos,18
Rastro Agência Jr.,FEJECE,6.69,33,2,1,1450,1,0,CE,Fortaleza,41
Rastro Agência Jr.,FEJECE,6.69,33,2,2,900,2,0,CE,Fortaleza,41
Rastro Agência Jr.,FEJECE,6.69,33,2,3,2300,10,1,CE,Fortaleza,41
Rastro Agência Jr.,FEJECE,6.69,33,2,4,0,0,0,CE,Fortaleza,41
Múltipla Júnior,FEJEMS,55,70,3,1,0,0,0,MS,,12
Múltipla Júnior,FEJEMS,55,70,3,2,2000,1,0,MS,,12
Múltipla Júnior,FEJEMS,55,70,3,3,0,0,0,MS,,12
Múltipla Júnior,FEJEMS,55,70,3,4,0,0,0,MS,,12
Pulso Consultoria,RioJunior,37.18,71,49,1,8880,1,0,RJ,Volta Redonda,25
Pulso Consultoria,RioJunior,37.18,71,49,2,6400,2,0,RJ,Volta Redonda,25
Pulso Consultoria,RioJunior,37.18,71,49,3,21862,3,0,RJ,Volta Redonda,25
Pulso Consultoria,RioJunior,37.18,71,49,4,8800,5,0,RJ,Volta Redonda,25
Melius Empresa Junior ,FEJEMG,60,35,8,1,0,0,0,MG,Teófilo Otoni,25
Melius Empresa Junior ,FEJEMG,60,35,8,2,0,0,0,MG,Teófilo Otoni,25
Melius Empresa Junior ,FEJEMG,60,35,8,3,0,0,0,MG,Teófilo Otoni,25
Melius Empresa Junior ,FEJEMG,60,35,8,4,2646.43,1,0,MG,Teófilo Otoni,25
Pharmazon Jr.,Baré Júnior,60,50,6,1,0,0,0,AM,Manaus,5
Pharmazon Jr.,Baré Júnior,60,50,6,2,0,0,0,AM,Manaus,5
Pharmazon Jr.,Baré Júnior,60,50,6,3,60,1,0,AM,Manaus,5
Pharmazon Jr.,Baré Júnior,60,50,6,4,0,0,0,AM,Manaus,5
Enfitec Júnior,FEJERS,58,70,2,1,0,0,0,RS,Porto Alegre,11
Enfitec Júnior,FEJERS,58,70,2,2,500,1,0,RS,Porto Alegre,11
Enfitec Júnior,FEJERS,58,70,2,3,0,0,0,RS,Porto Alegre,11
Enfitec Júnior,FEJERS,58,70,2,4,0,0,0,RS,Porto Alegre,11
BRENT Engenharia,RN Júnior,NaN,70,10,1,0,0,0,RN,Natal,5
BRENT Engenharia,RN Júnior,NaN,70,10,2,0,0,0,RN,Natal,5
BRENT Engenharia,RN Júnior,NaN,70,10,3,0,0,0,RN,Natal,5
BRENT Engenharia,RN Júnior,NaN,70,10,4,0,0,0,RN,Natal,5
Análise Consultoria Econômica,Piauí Júnior,NaN,100,8,1,0,0,0,PI,Teresina,8
Análise Consultoria Econômica,Piauí Júnior,NaN,100,8,2,0,0,0,PI,Teresina,8
Análise Consultoria Econômica,Piauí Júnior,NaN,100,8,3,0,0,0,PI,Teresina,8
Análise Consultoria Econômica,Piauí Júnior,NaN,100,8,4,0,0,0,PI,Teresina,8
Mecaniza Jr,FEJECE,20.33,33,7,1,1803.67,2,0,CE,Fortaleza,14
Mecaniza Jr,FEJECE,20.33,33,7,2,0,0,0,CE,Fortaleza,14
Mecaniza Jr,FEJECE,20.33,33,7,3,1955,1,0,CE,Fortaleza,14
Mecaniza Jr,FEJECE,20.33,33,7,4,0,0,0,CE,Fortaleza,14
EJENUTRI - Empresa Júnior dos Estudantes de Nutrição,FEJESP,4.8,60,2,1,200,10,0,SP,Botucatu,8
EJENUTRI - Empresa Júnior dos Estudantes de Nutrição,FEJESP,4.8,60,2,2,358,4,0,SP,Botucatu,8
EJENUTRI - Empresa Júnior dos Estudantes de Nutrição,FEJESP,4.8,60,2,3,3580.4,5,0,SP,Botucatu,8
EJENUTRI - Empresa Júnior dos Estudantes de Nutrição,FEJESP,4.8,60,2,4,1560,16,0,SP,Botucatu,8
Ciclo Jr.,FEJECE,24.87,60,25,1,3943.7,7,0,CE,Fortaleza,27
Ciclo Jr.,FEJECE,24.87,60,25,2,12716.38,15,0,CE,Fortaleza,27
Ciclo Jr.,FEJECE,24.87,60,25,3,2556.38,1,0,CE,Fortaleza,27
Ciclo Jr.,FEJECE,24.87,60,25,4,0,0,0,CE,Fortaleza,27
Alicerce Empresa Júnior de Engenharia Civil,FEJESP,53.5,80,6,1,0,0,0,SP,Ilha Solteira,17
Alicerce Empresa Júnior de Engenharia Civil,FEJESP,53.5,80,6,2,240,1,0,SP,Ilha Solteira,17
Alicerce Empresa Júnior de Engenharia Civil,FEJESP,53.5,80,6,3,0,0,0,SP,Ilha Solteira,17
Alicerce Empresa Júnior de Engenharia Civil,FEJESP,53.5,80,6,4,3500,1,0,SP,Ilha Solteira,17
EJE - Empresa Júnior de Estatística,FEJESP,19.67,33,11,1,2000,2,0,SP,São Carlos,11
EJE - Empresa Júnior de Estatística,FEJESP,19.67,33,11,2,0,0,0,SP,São Carlos,11
EJE - Empresa Júnior de Estatística,FEJESP,19.67,33,11,3,66.07,1,0,SP,São Carlos,11
EJE - Empresa Júnior de Estatística,FEJESP,19.67,33,11,4,0,0,0,SP,São Carlos,11
VALOR Empresa Junior,Maranhão Júnior,36,33,1,1,0,0,0,MA,,10
VALOR Empresa Junior,Maranhão Júnior,36,33,1,2,0,0,0,MA,,10
VALOR Empresa Junior,Maranhão Júnior,36,33,1,3,300,1,0,MA,,10
VALOR Empresa Junior,Maranhão Júnior,36,33,1,4,0,0,0,MA,,10
DECON,PB Júnior,NaN,35,9,1,0,0,0,PB,João Pessoa,7
DECON,PB Júnior,NaN,35,9,2,0,0,0,PB,João Pessoa,7
DECON,PB Júnior,NaN,35,9,3,0,0,0,PB,João Pessoa,7
DECON,PB Júnior,NaN,35,9,4,0,0,0,PB,João Pessoa,7
Concretize Jr,UNIJr-BA,11,50,6,1,1995,3,0,BA,Juazeiro,35
Concretize Jr,UNIJr-BA,11,50,6,2,5600,5,0,BA,Juazeiro,35
Concretize Jr,UNIJr-BA,11,50,6,3,6260,6,0,BA,Juazeiro,35
Concretize Jr,UNIJr-BA,11,50,6,4,4430,7,0,BA,Juazeiro,35
PS Júnior,FEJERS,32,80,52,1,37884.69,5,0,RS,Porto Alegre,32
PS Júnior,FEJERS,32,80,52,2,8685,2,0,RS,Porto Alegre,32
PS Júnior,FEJERS,32,80,52,3,33589.5,5,0,RS,Porto Alegre,32
PS Júnior,FEJERS,32,80,52,4,900,1,0,RS,Porto Alegre,32
Pupila Audiovisual,Concentro,10.5,43,21,1,1300,5,0,DF,Brasília,29
Pupila Audiovisual,Concentro,10.5,43,21,2,825,3,0,DF,Brasília,29
Pupila Audiovisual,Concentro,10.5,43,21,3,25,1,0,DF,Brasília,29
Pupila Audiovisual,Concentro,10.5,43,21,4,6000,1,0,DF,Brasília,29
Holística,Pará Júnior,5.67,56,36,1,0,0,0,PA,Belém,30
Holística,Pará Júnior,5.67,56,36,2,1623.38,3,0,PA,Belém,30
Holística,Pará Júnior,5.67,56,36,3,0,0,0,PA,Belém,30
Holística,Pará Júnior,5.67,56,36,4,0,0,0,PA,Belém,30
Colucci Consultoria Jurídica Júnior,FEJEMG,67.21,75,12,1,7687.5,5,0,MG,Juiz de Fora,18
Colucci Consultoria Jurídica Júnior,FEJEMG,67.21,75,12,2,5700,6,0,MG,Juiz de Fora,18
Colucci Consultoria Jurídica Júnior,FEJEMG,67.21,75,12,3,5827.5,8,0,MG,Juiz de Fora,18
Colucci Consultoria Jurídica Júnior,FEJEMG,67.21,75,12,4,4520,5,1,MG,Juiz de Fora,18
Delfos,FEJEPAR,30,50,5,1,0,0,0,PR,Curitiba,11
Delfos,FEJEPAR,30,50,5,2,2400,1,0,PR,Curitiba,11
Delfos,FEJEPAR,30,50,5,3,0,0,0,PR,Curitiba,11
Delfos,FEJEPAR,30,50,5,4,0,0,0,PR,Curitiba,11
Premium Consultoria,FEJECE,45,75,3,1,0,0,0,CE,,11
Premium Consultoria,FEJECE,45,75,3,2,1674,1,1,CE,,11
