EMPRESA_JUNIOR,FEDERACAO,ANO_FEDERACAO,CLUSTER_2018,CLUSTER_2019,AC,TEMPO_MEDIO_DIAS,FATURAMENTO,N_MEMBROS_PROJETO,NPS,ESTADO,CIDADE,UNIVERSIDADE,MEMBROS,ID,ACAO_COMPARTILHADA,MES
EJUDI Soluções Jurídicas,FEJECE,2014,4,5,Não,50.68,6080.00,3,N/A,CE,Fortaleza,UFC,35,17,Não,1
EJUDI Soluções Jurídicas,FEJECE,2014,4,5,Não,50.68,550.00,3,10,CE,Fortaleza,UFC,35,17,Sim,4
EJUDI Soluções Jurídicas,FEJECE,2014,4,5,Não,50.68,700.00,3,10,CE,Fortaleza,UFC,35,17,Não,4
EJUDI Soluções Jurídicas,FEJECE,2014,4,5,Não,50.68,500.00,3,N/A,CE,Fortaleza,UFC,35,17,Sim,4
EJUDI Soluções Jurídicas,FEJECE,2014,4,5,Não,50.68,800.00,1,N/A,CE,Fortaleza,UFC,35,17,Não,4
EJUDI Soluções Jurídicas,FEJECE,2014,4,5,Não,50.68,200.00,2,10,CE,Fortaleza,UFC,35,17,Não,3
EJUDI Soluções Jurídicas,FEJECE,2014,4,5,Não,50.68,7300.00,3,N/A,CE,Fortaleza,UFC,35,17,Sim,3
EJUDI Soluções Jurídicas,FEJECE,2014,4,5,Não,50.68,550.00,3,9,CE,Fortaleza,UFC,35,17,Sim,5
EJUDI Soluções Jurídicas,FEJECE,2014,4,5,Não,50.68,3060.00,1,N/A,CE,Fortaleza,UFC,35,17,Sim,5
EJUDI Soluções Jurídicas,FEJECE,2014,4,5,Não,50.68,2280.00,3,N/A,CE,Fortaleza,UFC,35,17,Sim,5
EJUDI Soluções Jurídicas,FEJECE,2014,4,5,Não,50.68,180.00,1,N/A,CE,Fortaleza,UFC,35,17,Não,5
EJUDI Soluções Jurídicas,FEJECE,2014,4,5,Não,50.68,550.00,1,N/A,CE,Fortaleza,UFC,35,17,Não,8
EJUDI Soluções Jurídicas,FEJECE,2014,4,5,Não,50.68,3300.00,3,10,CE,Fortaleza,UFC,35,17,Sim,4
EJUDI Soluções Jurídicas,FEJECE,2014,4,5,Não,50.68,7560.00,1,N/A,CE,Fortaleza,UFC,35,17,Não,8
EJUDI Soluções Jurídicas,FEJECE,2014,4,5,Não,50.68,5400.00,3,N/A,CE,Fortaleza,UFC,35,17,Sim,8
EJUDI Soluções Jurídicas,FEJECE,2014,4,5,Não,50.68,1800.00,1,N/A,CE,Fortaleza,UFC,35,17,Não,8
EJUDI Soluções Jurídicas,FEJECE,2014,4,5,Não,50.68,2000.00,2,N/A,CE,Fortaleza,UFC,35,17,Não,6
EJUDI Soluções Jurídicas,FEJECE,2014,4,5,Não,50.68,550.00,3,N/A,CE,Fortaleza,UFC,35,17,Sim,6
EJUDI Soluções Jurídicas,FEJECE,2014,4,5,Não,50.68,550.00,2,10,CE,Fortaleza,UFC,35,17,Não,6
EJUDI Soluções Jurídicas,FEJECE,2014,4,5,Não,50.68,5640.00,3,N/A,CE,Fortaleza,UFC,35,17,Sim,6
EJUDI Soluções Jurídicas,FEJECE,2014,4,5,Não,50.68,550.00,3,10,CE,Fortaleza,UFC,35,17,Sim,6
EJUDI Soluções Jurídicas,FEJECE,2014,4,5,Não,50.68,11500.00,3,N/A,CE,Fortaleza,UFC,35,17,Não,6
EJUDI Soluções Jurídicas,FEJECE,2014,4,5,Não,50.68,1550.00,3,N/A,CE,Fortaleza,UFC,35,17,Sim,7
EJUDI Soluções Jurídicas,FEJECE,2014,4,5,Não,50.68,2500.00,3,N/A,CE,Fortaleza,UFC,35,17,Não,7
EJUDI Soluções Jurídicas,FEJECE,2014,4,5,Não,50.68,1680.00,3,8,CE,Fortaleza,UFC,35,17,Não,1
EJUDI Soluções Jurídicas,FEJECE,2014,4,5,Não,50.68,1400.00,3,10,CE,Fortaleza,UFC,35,17,Não,1
EJUDI Soluções Jurídicas,FEJECE,2014,4,5,Não,50.68,700.00,3,7,CE,Fortaleza,UFC,35,17,Não,1
EJUDI Soluções Jurídicas,FEJECE,2014,4,5,Não,50.68,550.00,3,10,CE,Fortaleza,UFC,35,17,Não,5
EJUDI Soluções Jurídicas,FEJECE,2014,4,5,Não,50.68,550.00,1,N/A,CE,Fortaleza,UFC,35,17,Sim,7
EJUDI Soluções Jurídicas,FEJECE,2014,4,5,Não,50.68,5400.00,3,N/A,CE,Fortaleza,UFC,35,17,Sim,7
EJUDI Soluções Jurídicas,FEJECE,2014,4,5,Não,50.68,1500.00,5,N/A,CE,Fortaleza,UFC,35,17,Sim,7
EJUDI Soluções Jurídicas,FEJECE,2014,4,5,Não,50.68,550.00,3,N/A,CE,Fortaleza,UFC,35,17,Sim,7
EJUDI Soluções Jurídicas,FEJECE,2014,4,5,Não,50.68,5400.00,3,N/A,CE,Fortaleza,UFC,35,17,Sim,7
EJUDI Soluções Jurídicas,FEJECE,2014,4,5,Não,50.68,1200.00,1,N/A,CE,Fortaleza,UFC,35,17,Não,7
EJUDI Soluções Jurídicas,FEJECE,2014,4,5,Não,50.68,530.00,1,10,CE,Fortaleza,UFC,35,17,Não,5
EJUDI Soluções Jurídicas,FEJECE,2014,4,5,Não,50.68,700.00,3,N/A,CE,Fortaleza,UFC,35,17,Não,7
EJUDI Soluções Jurídicas,FEJECE,2014,4,5,Não,50.68,900.00,3,N/A,CE,Fortaleza,UFC,35,17,Sim,8
EJUDI Soluções Jurídicas,FEJECE,2014,4,5,Não,50.68,8000.00,3,10,CE,Fortaleza,UFC,35,17,Não,8
EJUDI Soluções Jurídicas,FEJECE,2014,4,5,Não,50.68,1000.00,3,N/A,CE,Fortaleza,UFC,35,17,Não,8
EJUDI Soluções Jurídicas,FEJECE,2014,4,5,Não,50.68,5400.00,3,N/A,CE,Fortaleza,UFC,35,17,Sim,8
EJUDI Soluções Jurídicas,FEJECE,2014,4,5,Não,50.68,1800.00,1,N/A,CE,Fortaleza,UFC,35,17,Não,8
EJUDI Soluções Jurídicas,FEJECE,2014,4,5,Não,50.68,1000.00,3,9,CE,Fortaleza,UFC,35,17,Não,2
EJECiv - Arquitetura e Engenharia Civil,FEJERS,2016,2,4,Não,36.19,2900.00,2,N/A,RS,Porto Alegre,Universidade Federal do Rio Grande do Sul,25,68,Não,1
EJECiv - Arquitetura e Engenharia Civil,FEJERS,2016,2,4,Não,36.19,2000.00,1,N/A,RS,Porto Alegre,Universidade Federal do Rio Grande do Sul,25,68,Não,1
EJECiv - Arquitetura e Engenharia Civil,FEJERS,2016,2,4,Não,36.19,1500.00,1,N/A,RS,Porto Alegre,Universidade Federal do Rio Grande do Sul,25,68,Não,4
EJECiv - Arquitetura e Engenharia Civil,FEJERS,2016,2,4,Não,36.19,2000.00,2,N/A,RS,Porto Alegre,Universidade Federal do Rio Grande do Sul,25,68,Não,2
EJECiv - Arquitetura e Engenharia Civil,FEJERS,2016,2,4,Não,36.19,1200.00,1,N/A,RS,Porto Alegre,Universidade Federal do Rio Grande do Sul,25,68,Não,4
EJECiv - Arquitetura e Engenharia Civil,FEJERS,2016,2,4,Não,36.19,4770.00,2,N/A,RS,Porto Alegre,Universidade Federal do Rio Grande do Sul,25,68,Não,2
EJECiv - Arquitetura e Engenharia Civil,FEJERS,2016,2,4,Não,36.19,4900.00,2,N/A,RS,Porto Alegre,Universidade Federal do Rio Grande do Sul,25,68,Não,5
EJECiv - Arquitetura e Engenharia Civil,FEJERS,2016,2,4,Não,36.19,2880.00,2,N/A,RS,Porto Alegre,Universidade Federal do Rio Grande do Sul,25,68,Não,6
EJECiv - Arquitetura e Engenharia Civil,FEJERS,2016,2,4,Não,36.19,2500.00,2,N/A,RS,Porto Alegre,Universidade Federal do Rio Grande do Sul,25,68,Não,6
EJECiv - Arquitetura e Engenharia Civil,FEJERS,2016,2,4,Não,36.19,2400.00,2,N/A,RS,Porto Alegre,Universidade Federal do Rio Grande do Sul,25,68,Não,6
EJECiv - Arquitetura e Engenharia Civil,FEJERS,2016,2,4,Não,36.19,4900.00,2,N/A,RS,Porto Alegre,Universidade Federal do Rio Grande do Sul,25,68,Não,6
EJECiv - Arquitetura e Engenharia Civil,FEJERS,2016,2,4,Não,36.19,1800.00,1,N/A,RS,Porto Alegre,Universidade Federal do Rio Grande do Sul,25,68,Não,6
EJECiv - Arquitetura e Engenharia Civil,FEJERS,2016,2,4,Não,36.19,1500.00,2,N/A,RS,Porto Alegre,Universidade Federal do Rio Grande do Sul,25,68,Não,6
EJECiv - Arquitetura e Engenharia Civil,FEJERS,2016,2,4,Não,36.19,760.00,1,N/A,RS,Porto Alegre,Universidade Federal do Rio Grande do Sul,25,68,Não,7
EJECiv - Arquitetura e Engenharia Civil,FEJERS,2016,2,4,Não,36.19,500.00,2,N/A,RS,Porto Alegre,Universidade Federal do Rio Grande do Sul,25,68,Não,7
Iniciativa Consultoria,RioJunior,2003,4,4,Não,20.71,2700.00,3,N/A,RJ,Rio de Janeiro,UERJ,18,18,Não,4
Iniciativa Consultoria,RioJunior,2003,4,4,Não,20.71,2650.00,3,N/A,RJ,Rio de Janeiro,UERJ,18,18,Não,4
Iniciativa Consultoria,RioJunior,2003,4,4,Não,20.71,3900.00,2,9,RJ,Rio de Janeiro,UERJ,18,18,Não,1
Iniciativa Consultoria,RioJunior,2003,4,4,Não,20.71,2540.00,4,N/A,RJ,Rio de Janeiro,UERJ,18,18,Não,1
Iniciativa Consultoria,RioJunior,2003,4,4,Não,20.71,1800.00,3,N/A,RJ,Rio de Janeiro,UERJ,18,18,Não,5
Iniciativa Consultoria,RioJunior,2003,4,4,Não,20.71,1500.00,2,N/A,RJ,Rio de Janeiro,UERJ,18,18,Não,2
Iniciativa Consultoria,RioJunior,2003,4,4,Não,20.71,1900.00,2,N/A,RJ,Rio de Janeiro,UERJ,18,18,Não,2
Iniciativa Consultoria,RioJunior,2003,4,4,Não,20.71,2900.00,3,10,RJ,Rio de Janeiro,UERJ,18,18,Não,5
Iniciativa Consultoria,RioJunior,2003,4,4,Não,20.71,2698.00,1,10,RJ,Rio de Janeiro,UERJ,18,18,Não,3
Iniciativa Consultoria,RioJunior,2003,4,4,Não,20.71,1700.00,3,9,RJ,Rio de Janeiro,UERJ,18,18,Não,6
Iniciativa Consultoria,RioJunior,2003,4,4,Não,20.71,5200.00,2,N/A,RJ,Rio de Janeiro,UERJ,18,18,Não,6
Iniciativa Consultoria,RioJunior,2003,4,4,Não,20.71,5000.00,4,N/A,RJ,Rio de Janeiro,UERJ,18,18,Não,8
Reação Jr.,FEJESC,2016,1,1,Não,5.5,180.00,3,N/A,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,11,174,Sim,5
Reação Jr.,FEJESC,2016,1,1,Não,5.5,300.00,1,N/A,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,11,174,Não,5
byron.solutions,FEJEMG,2019,N/A,N/A,Não,28.43,5000.00,3,N/A,MG,,UNIFEI,24,1368,Sim,7
byron.solutions,FEJEMG,2019,N/A,N/A,Não,28.43,200.00,2,N/A,MG,,UNIFEI,24,1368,Não,1
byron.solutions,FEJEMG,2019,N/A,N/A,Não,28.43,380.00,3,10,MG,,UNIFEI,24,1368,Sim,5
byron.solutions,FEJEMG,2019,N/A,N/A,Não,28.43,45.00,1,N/A,MG,,UNIFEI,24,1368,Não,2
byron.solutions,FEJEMG,2019,N/A,N/A,Não,28.43,405.00,2,N/A,MG,,UNIFEI,24,1368,Não,6
byron.solutions,FEJEMG,2019,N/A,N/A,Não,28.43,710.00,4,N/A,MG,,UNIFEI,24,1368,Não,6
byron.solutions,FEJEMG,2019,N/A,N/A,Não,28.43,675.00,5,N/A,MG,,UNIFEI,24,1368,Não,6
iModa Jr ,FEJESC,2018,N/A,1,Não,17,425.00,6,9,SC,Araranguá,IFSC,12,1170,Não,1
iModa Jr ,FEJESC,2018,N/A,1,Não,17,80.00,4,N/A,SC,Araranguá,IFSC,12,1170,Não,8
iModa Jr ,FEJESC,2018,N/A,1,Não,17,580.00,6,9,SC,Araranguá,IFSC,12,1170,Não,2
iModa Jr ,FEJESC,2018,N/A,1,Não,17,80.00,2,N/A,SC,Araranguá,IFSC,12,1170,Não,5
iModa Jr ,FEJESC,2018,N/A,1,Não,17,806.00,1,N/A,SC,Araranguá,IFSC,12,1170,Não,4
iModa Jr ,FEJESC,2018,N/A,1,Não,17,1200.00,5,N/A,SC,Araranguá,IFSC,12,1170,Não,3
iModa Jr ,FEJESC,2018,N/A,1,Não,17,36.00,2,9,SC,Araranguá,IFSC,12,1170,Não,3
iModa Jr ,FEJESC,2018,N/A,1,Não,17,194.45,3,9,SC,Araranguá,IFSC,12,1170,Não,5
iModa Jr ,FEJESC,2018,N/A,1,Não,17,35.00,5,N/A,SC,Araranguá,IFSC,12,1170,Não,6
iModa Jr ,FEJESC,2018,N/A,1,Não,17,2025.00,6,N/A,SC,Araranguá,IFSC,12,1170,Não,7
iModa Jr ,FEJESC,2018,N/A,1,Não,17,90.00,3,N/A,SC,Araranguá,IFSC,12,1170,Não,7
iModa Jr ,FEJESC,2018,N/A,1,Não,17,1235.00,4,N/A,SC,Araranguá,IFSC,12,1170,Não,8
Colucci Consultoria Jurídica Júnior,FEJEMG,2014,4,5,Não,74.88,990.00,1,N/A,MG,Juiz de Fora,UFJF,23,346,Não,1
Colucci Consultoria Jurídica Júnior,FEJEMG,2014,4,5,Não,74.88,1950.00,5,N/A,MG,Juiz de Fora,UFJF,23,346,Não,1
Colucci Consultoria Jurídica Júnior,FEJEMG,2014,4,5,Não,74.88,1657.50,5,N/A,MG,Juiz de Fora,UFJF,23,346,Não,1
Colucci Consultoria Jurídica Júnior,FEJEMG,2014,4,5,Não,74.88,1950.00,4,N/A,MG,Juiz de Fora,UFJF,23,346,Não,1
Colucci Consultoria Jurídica Júnior,FEJEMG,2014,4,5,Não,74.88,1140.00,3,9,MG,Juiz de Fora,UFJF,23,346,Não,1
Colucci Consultoria Jurídica Júnior,FEJEMG,2014,4,5,Não,74.88,1950.00,5,N/A,MG,Juiz de Fora,UFJF,23,346,Não,2
Colucci Consultoria Jurídica Júnior,FEJEMG,2014,4,5,Não,74.88,700.00,3,10,MG,Juiz de Fora,UFJF,23,346,Não,2
Colucci Consultoria Jurídica Júnior,FEJEMG,2014,4,5,Não,74.88,2400.00,3,N/A,MG,Juiz de Fora,UFJF,23,346,Não,2
Colucci Consultoria Jurídica Júnior,FEJEMG,2014,4,5,Não,74.88,1000.00,3,N/A,MG,Juiz de Fora,UFJF,23,346,Não,4
Colucci Consultoria Jurídica Júnior,FEJEMG,2014,4,5,Não,74.88,3200.00,4,N/A,MG,Juiz de Fora,UFJF,23,346,Não,3
Colucci Consultoria Jurídica Júnior,FEJEMG,2014,4,5,Não,74.88,1377.50,4,10,MG,Juiz de Fora,UFJF,23,346,Não,3
Colucci Consultoria Jurídica Júnior,FEJEMG,2014,4,5,Não,74.88,500.00,3,N/A,MG,Juiz de Fora,UFJF,23,346,Não,3
Colucci Consultoria Jurídica Júnior,FEJEMG,2014,4,5,Não,74.88,750.00,4,N/A,MG,Juiz de Fora,UFJF,23,346,Não,3
Colucci Consultoria Jurídica Júnior,FEJEMG,2014,4,5,Não,74.88,1950.00,3,N/A,MG,Juiz de Fora,UFJF,23,346,Não,5
Colucci Consultoria Jurídica Júnior,FEJEMG,2014,4,5,Não,74.88,900.00,2,N/A,MG,Juiz de Fora,UFJF,23,346,Não,4
Colucci Consultoria Jurídica Júnior,FEJEMG,2014,4,5,Não,74.88,1950.00,5,N/A,MG,Juiz de Fora,UFJF,23,346,Não,4
Colucci Consultoria Jurídica Júnior,FEJEMG,2014,4,5,Não,74.88,370.00,2,9,MG,Juiz de Fora,UFJF,23,346,Não,4
Colucci Consultoria Jurídica Júnior,FEJEMG,2014,4,5,Não,74.88,800.00,2,N/A,MG,Juiz de Fora,UFJF,23,346,Não,6
Colucci Consultoria Jurídica Júnior,FEJEMG,2014,4,5,Não,74.88,1824.00,3,N/A,MG,Juiz de Fora,UFJF,23,346,Não,5
Colucci Consultoria Jurídica Júnior,FEJEMG,2014,4,5,Não,74.88,1950.00,3,N/A,MG,Juiz de Fora,UFJF,23,346,Não,6
Colucci Consultoria Jurídica Júnior,FEJEMG,2014,4,5,Não,74.88,1750.00,3,N/A,MG,Juiz de Fora,UFJF,23,346,Não,6
Colucci Consultoria Jurídica Júnior,FEJEMG,2014,4,5,Não,74.88,1740.00,2,N/A,MG,Juiz de Fora,UFJF,23,346,Não,7
Colucci Consultoria Jurídica Júnior,FEJEMG,2014,4,5,Não,74.88,1950.00,3,N/A,MG,Juiz de Fora,UFJF,23,346,Não,7
Colucci Consultoria Jurídica Júnior,FEJEMG,2014,4,5,Não,74.88,2750.00,4,N/A,MG,Juiz de Fora,UFJF,23,346,Não,7
Colucci Consultoria Jurídica Júnior,FEJEMG,2014,4,5,Não,74.88,300.00,2,10,MG,Juiz de Fora,UFJF,23,346,Não,4
Colucci Consultoria Jurídica Júnior,FEJEMG,2014,4,5,Não,74.88,1200.00,3,10,MG,Juiz de Fora,UFJF,23,346,Sim,4
Colucci Consultoria Jurídica Júnior,FEJEMG,2014,4,5,Não,74.88,650.00,2,10,MG,Juiz de Fora,UFJF,23,346,Não,2
Delfos,FEJEPAR,2018,N/A,2,Não,30,2460.00,4,N/A,PR,Curitiba,UFPR,18,902,Não,2
Solucaut,FEJEPAR,2019,N/A,N/A,Não,0,300.00,N/A,N/A,PR,Cornélio Procópio,UTFPR,13,1435,Não,6
Solucaut,FEJEPAR,2019,N/A,N/A,Não,0,420.00,N/A,N/A,PR,Cornélio Procópio,UTFPR,13,1435,Não,6
Solucaut,FEJEPAR,2019,N/A,N/A,Não,0,524.36,2,N/A,PR,Cornélio Procópio,UTFPR,13,1435,Não,7
Solucaut,FEJEPAR,2019,N/A,N/A,Não,0,898.00,N/A,N/A,PR,Cornélio Procópio,UTFPR,13,1435,Não,7
AZ Consultoria,Baré Júnior,2017,1,1,Não,32.57,580.00,4,N/A,AM,Manaus,Universidade Federal do Amazonas,7,766,Não,4
AZ Consultoria,Baré Júnior,2017,1,1,Não,32.57,1450.00,3,N/A,AM,Manaus,Universidade Federal do Amazonas,7,766,Não,5
AZ Consultoria,Baré Júnior,2017,1,1,Não,32.57,40.00,4,N/A,AM,Manaus,Universidade Federal do Amazonas,7,766,Sim,3
AZ Consultoria,Baré Júnior,2017,1,1,Não,32.57,35.00,7,N/A,AM,Manaus,Universidade Federal do Amazonas,7,766,Sim,3
AZ Consultoria,Baré Júnior,2017,1,1,Não,32.57,35.00,7,N/A,AM,Manaus,Universidade Federal do Amazonas,7,766,Sim,3
AZ Consultoria,Baré Júnior,2017,1,1,Não,32.57,250.00,3,N/A,AM,Manaus,Universidade Federal do Amazonas,7,766,Não,3
AZ Consultoria,Baré Júnior,2017,1,1,Não,32.57,350.00,3,N/A,AM,Manaus,Universidade Federal do Amazonas,7,766,Não,3
AZ Consultoria,Baré Júnior,2017,1,1,Não,32.57,350.00,3,N/A,AM,Manaus,Universidade Federal do Amazonas,7,766,Não,3
AZ Consultoria,Baré Júnior,2017,1,1,Não,32.57,250.00,3,N/A,AM,Manaus,Universidade Federal do Amazonas,7,766,Não,3
AZ Consultoria,Baré Júnior,2017,1,1,Não,32.57,350.00,3,N/A,AM,Manaus,Universidade Federal do Amazonas,7,766,Não,3
AZ Consultoria,Baré Júnior,2017,1,1,Não,32.57,350.00,4,N/A,AM,Manaus,Universidade Federal do Amazonas,7,766,Não,3
AZ Consultoria,Baré Júnior,2017,1,1,Não,32.57,260.00,3,N/A,AM,Manaus,Universidade Federal do Amazonas,7,766,Não,3
AZ Consultoria,Baré Júnior,2017,1,1,Não,32.57,135.00,3,N/A,AM,Manaus,Universidade Federal do Amazonas,7,766,Sim,3
Brava Consultoria Jr.,Goiás Júnior,2016,2,1,Não,57.31,250.00,1,N/A,GO,Goiânia,Universidade Federal de Goiás,24,215,Não,4
Brava Consultoria Jr.,Goiás Júnior,2016,2,1,Não,57.31,2400.00,4,N/A,GO,Goiânia,Universidade Federal de Goiás,24,215,Não,4
Brava Consultoria Jr.,Goiás Júnior,2016,2,1,Não,57.31,250.00,1,10,GO,Goiânia,Universidade Federal de Goiás,24,215,Não,4
Brava Consultoria Jr.,Goiás Júnior,2016,2,1,Não,57.31,1500.00,2,N/A,GO,Goiânia,Universidade Federal de Goiás,24,215,Não,4
Brava Consultoria Jr.,Goiás Júnior,2016,2,1,Não,57.31,800.00,4,N/A,GO,Goiânia,Universidade Federal de Goiás,24,215,Não,2
Brava Consultoria Jr.,Goiás Júnior,2016,2,1,Não,57.31,700.00,2,N/A,GO,Goiânia,Universidade Federal de Goiás,24,215,Não,4
Brava Consultoria Jr.,Goiás Júnior,2016,2,1,Não,57.31,1400.00,4,N/A,GO,Goiânia,Universidade Federal de Goiás,24,215,Não,3
Brava Consultoria Jr.,Goiás Júnior,2016,2,1,Não,57.31,2000.00,5,N/A,GO,Goiânia,Universidade Federal de Goiás,24,215,Não,4
Brava Consultoria Jr.,Goiás Júnior,2016,2,1,Não,57.31,10500.00,4,N/A,GO,Goiânia,Universidade Federal de Goiás,24,215,Não,5
Brava Consultoria Jr.,Goiás Júnior,2016,2,1,Não,57.31,300.00,2,N/A,GO,Goiânia,Universidade Federal de Goiás,24,215,Não,7
Brava Consultoria Jr.,Goiás Júnior,2016,2,1,Não,57.31,1700.00,2,N/A,GO,Goiânia,Universidade Federal de Goiás,24,215,Não,7
Include Engenharia,RN Júnior,2016,1,1,Não,26.86,150.00,2,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,36,231,Não,1
Include Engenharia,RN Júnior,2016,1,1,Não,26.86,300.00,2,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,36,231,Não,2
Include Engenharia,RN Júnior,2016,1,1,Não,26.86,4575.00,5,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,36,231,Não,1
Include Engenharia,RN Júnior,2016,1,1,Não,26.86,220.00,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,36,231,Não,2
Include Engenharia,RN Júnior,2016,1,1,Não,26.86,200.00,2,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,36,231,Não,5
Include Engenharia,RN Júnior,2016,1,1,Não,26.86,370.00,4,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,36,231,Não,5
Include Engenharia,RN Júnior,2016,1,1,Não,26.86,113.00,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,36,231,Não,1
ENETEC - Consultoria Júnior,Concentro,2009,2,2,Não,13.19,2920.00,3,N/A,DF,Brasília,UnB,36,77,Não,1
ENETEC - Consultoria Júnior,Concentro,2009,2,2,Não,13.19,750.00,3,N/A,DF,Brasília,UnB,36,77,Não,8
ENETEC - Consultoria Júnior,Concentro,2009,2,2,Não,13.19,350.00,1,N/A,DF,Brasília,UnB,36,77,Não,2
ENETEC - Consultoria Júnior,Concentro,2009,2,2,Não,13.19,3188.00,2,N/A,DF,Brasília,UnB,36,77,Não,8
ENETEC - Consultoria Júnior,Concentro,2009,2,2,Não,13.19,900.00,2,N/A,DF,Brasília,UnB,36,77,Não,8
ENETEC - Consultoria Júnior,Concentro,2009,2,2,Não,13.19,6300.00,3,N/A,DF,Brasília,UnB,36,77,Não,3
ENETEC - Consultoria Júnior,Concentro,2009,2,2,Não,13.19,200.00,1,N/A,DF,Brasília,UnB,36,77,Não,4
ENETEC - Consultoria Júnior,Concentro,2009,2,2,Não,13.19,1600.00,3,N/A,DF,Brasília,UnB,36,77,Não,6
ENETEC - Consultoria Júnior,Concentro,2009,2,2,Não,13.19,1250.00,1,N/A,DF,Brasília,UnB,36,77,Não,6
ENETEC - Consultoria Júnior,Concentro,2009,2,2,Não,13.19,700.00,1,N/A,DF,Brasília,UnB,36,77,Não,6
ENETEC - Consultoria Júnior,Concentro,2009,2,2,Não,13.19,1200.00,1,N/A,DF,Brasília,UnB,36,77,Sim,7
ENETEC - Consultoria Júnior,Concentro,2009,2,2,Não,13.19,1040.00,1,N/A,DF,Brasília,UnB,36,77,Não,7
diElétrica,FEJEMG,2018,N/A,2,Não,38.75,3100.00,6,N/A,MG,Viçosa,UFV,26,912,Não,6
diElétrica,FEJEMG,2018,N/A,2,Não,38.75,1950.00,6,N/A,MG,Viçosa,UFV,26,912,Não,6
diElétrica,FEJEMG,2018,N/A,2,Não,38.75,1100.00,6,9,MG,Viçosa,UFV,26,912,Não,3
diElétrica,FEJEMG,2018,N/A,2,Não,38.75,200.00,3,9,MG,Viçosa,UFV,26,912,Não,5
ENGAJA - Engenharia de Alimentos Júnior Assessoria,PB Júnior,2018,N/A,2,Não,24.04,50.00,1,9,PB,João Pessoa,UFPB,19,1162,Não,2
ENGAJA - Engenharia de Alimentos Júnior Assessoria,PB Júnior,2018,N/A,2,Não,24.04,1000.00,3,N/A,PB,João Pessoa,UFPB,19,1162,Não,8
ENGAJA - Engenharia de Alimentos Júnior Assessoria,PB Júnior,2018,N/A,2,Não,24.04,1056.88,2,10,PB,João Pessoa,UFPB,19,1162,Sim,1
ENGAJA - Engenharia de Alimentos Júnior Assessoria,PB Júnior,2018,N/A,2,Não,24.04,2640.99,2,N/A,PB,João Pessoa,UFPB,19,1162,Não,5
ENGAJA - Engenharia de Alimentos Júnior Assessoria,PB Júnior,2018,N/A,2,Não,24.04,835.62,2,N/A,PB,João Pessoa,UFPB,19,1162,Não,1
ENGAJA - Engenharia de Alimentos Júnior Assessoria,PB Júnior,2018,N/A,2,Não,24.04,1650.00,2,N/A,PB,João Pessoa,UFPB,19,1162,Não,1
ENGAJA - Engenharia de Alimentos Júnior Assessoria,PB Júnior,2018,N/A,2,Não,24.04,2322.42,2,N/A,PB,João Pessoa,UFPB,19,1162,Não,6
ENGAJA - Engenharia de Alimentos Júnior Assessoria,PB Júnior,2018,N/A,2,Não,24.04,2790.00,2,N/A,PB,João Pessoa,UFPB,19,1162,Não,3
ENGAJA - Engenharia de Alimentos Júnior Assessoria,PB Júnior,2018,N/A,2,Não,24.04,1145.00,4,9,PB,João Pessoa,UFPB,19,1162,Não,6
ENGAJA - Engenharia de Alimentos Júnior Assessoria,PB Júnior,2018,N/A,2,Não,24.04,1800.00,2,N/A,PB,João Pessoa,UFPB,19,1162,Sim,7
ENGAJA - Engenharia de Alimentos Júnior Assessoria,PB Júnior,2018,N/A,2,Não,24.04,3881.10,3,N/A,PB,João Pessoa,UFPB,19,1162,Sim,7
ENGAJA - Engenharia de Alimentos Júnior Assessoria,PB Júnior,2018,N/A,2,Não,24.04,4398.78,2,N/A,PB,João Pessoa,UFPB,19,1162,Não,8
Prosseq Jr,Pará Júnior,2018,N/A,1,Não,10,220.30,3,N/A,PA,Marabá,Universidade Federal do Sul e Sudeste do Pará,14,1084,Não,7
Prosseq Jr,Pará Júnior,2018,N/A,1,Não,10,244.30,2,N/A,PA,Marabá,Universidade Federal do Sul e Sudeste do Pará,14,1084,Não,7
Strategos Consultoria Política Jr.,Concentro,2007,3,3,Não,55.88,7500.00,4,N/A,DF,Brasília,UnB,33,192,Não,2
Strategos Consultoria Política Jr.,Concentro,2007,3,3,Não,55.88,23000.00,8,N/A,DF,Brasília,UnB,33,192,Não,1
Strategos Consultoria Política Jr.,Concentro,2007,3,3,Não,55.88,12500.00,4,N/A,DF,Brasília,UnB,33,192,Não,2
Strategos Consultoria Política Jr.,Concentro,2007,3,3,Não,55.88,5122.72,3,N/A,DF,Brasília,UnB,33,192,Não,1
Strategos Consultoria Política Jr.,Concentro,2007,3,3,Não,55.88,5750.00,7,N/A,DF,Brasília,UnB,33,192,Não,7
